Año,Trimestre,Provincia,Accesos por cada 100 hogares,Accesos_total
2015,3,Santa Cruz,27.61,110.41
2015,3,Santa Fe,52.15,206.18
2015,3,Santiago Del Estero,17.12,68.28999999999999
2015,3,Tierra Del Fuego,74.86,290.06
2015,3,Tucumán,36.61,144.44
2015,2,Buenos Aires,56.8,229.14999999999998
2015,2,Capital Federal,116.07,467.39
2015,2,Catamarca,25.45,102.66
2015,2,Chaco,27.46,110.42
2015,2,Chubut,36.58,147.89
2015,2,Córdoba,55.87,225.01
2015,2,Corrientes,29.58,119.03999999999999
2015,2,Entre Ríos,42.93,172.79
2015,2,Formosa,18.36,74.39
2015,2,Jujuy,20.29,82.72
2015,2,La Pampa,56.71,228.94
2015,2,La Rioja,16.88,68.05
2015,2,Mendoza,32.49,129.84
2015,2,Misiones,27.35,110.66
2015,2,Neuquén,53.12,217.96
2015,2,Río Negro,45.98,184.14
2015,2,Salta,30.46,123.24000000000001
2015,2,San Juan,27.64,110.52000000000001
2015,2,San Luis,9.71,38.85
2015,2,Santa Cruz,27.07,110.41
2015,2,Santa Fe,51.18,206.18
2015,2,Santiago Del Estero,17.11,68.28999999999999
2015,2,Tierra Del Fuego,74.51,290.06
2015,2,Tucumán,35.69,144.44
2015,1,Buenos Aires,56.37,229.14999999999998
2015,1,Capital Federal,114.9,467.39
2015,1,Catamarca,25.11,102.66
2015,1,Chaco,26.65,110.42
2015,1,Chubut,37.61,147.89
2015,1,Córdoba,54.7,225.01
2015,1,Corrientes,28.95,119.03999999999999
2015,1,Entre Ríos,42.07,172.79
2015,1,Formosa,18.12,74.39
2015,1,Jujuy,19.69,82.72
2015,1,La Pampa,55.51,228.94
2015,1,La Rioja,16.7,68.05
2015,1,Mendoza,32.37,129.84
2015,1,Misiones,26.31,110.66
2015,1,Neuquén,51.95,217.96
2015,1,Río Negro,45.33,184.14
2015,1,Salta,30.01,123.24000000000001
2015,1,San Juan,27.55,110.52000000000001
2015,1,San Luis,9.72,38.85
2015,1,Santa Cruz,27.99,110.41
2015,1,Santa Fe,50.24,206.18
2015,1,Santiago Del Estero,17.06,68.28999999999999
2015,1,Tierra Del Fuego,74.23,290.06
2015,1,Tucumán,35.08,144.44
2014,4,Buenos Aires,56.09,222.47
2014,4,Capital Federal,114.9,454.09000000000003
2014,4,Catamarca,25.51,99.17
2014,4,Chaco,21.87,84.66
2014,4,Chubut,40.25,163.5
2014,4,Córdoba,54.7,214.9
2014,4,Corrientes,23.56,91.25
2014,4,Entre Ríos,36.03,140.07
2014,4,Formosa,17.96,70.69
2014,4,Jujuy,19.6,75.10000000000001
2014,4,La Pampa,51.27,205.19
2014,4,La Rioja,17.01,66.31
2014,4,Mendoza,32.64,128.96
2014,4,Misiones,24.16,94.24000000000001
2014,4,Neuquén,52.55,209.57999999999998
2014,4,Río Negro,45.48,181.92
2014,4,Salta,29.53,116.36
2014,4,San Juan,28.04,111.27000000000001
2014,4,San Luis,9.79,38.57
2014,4,Santa Cruz,27.8,114.35
2014,4,Santa Fe,50.0,195.44
2014,4,Santiago Del Estero,17.27,66.77
2014,4,Tierra Del Fuego,66.14,260.15999999999997
2014,4,Tucumán,35.32,136.62
2014,3,Buenos Aires,56.75,222.47
2014,3,Capital Federal,113.8,454.09000000000003
2014,3,Catamarca,24.71,99.17
2014,3,Chaco,21.11,84.66
2014,3,Chubut,40.6,163.5
2014,3,Córdoba,54.23,214.9
2014,3,Corrientes,22.79,91.25
2014,3,Entre Ríos,34.98,140.07
2014,3,Formosa,17.77,70.69
2014,3,Jujuy,18.37,75.10000000000001
2014,3,La Pampa,55.78,205.19
2014,3,La Rioja,16.51,66.31
2014,3,Mendoza,32.31,128.96
2014,3,Misiones,23.57,94.24000000000001
2014,3,Neuquén,56.4,209.57999999999998
2014,3,Río Negro,46.2,181.92
2014,3,Salta,29.22,116.36
2014,3,San Juan,27.85,111.27000000000001
2014,3,San Luis,9.71,38.57
2014,3,Santa Cruz,28.23,114.35
2014,3,Santa Fe,49.2,195.44
2014,3,Santiago Del Estero,16.49,66.77
2014,3,Tierra Del Fuego,65.69,260.15999999999997
2014,3,Tucumán,33.94,136.62
2014,2,Buenos Aires,55.06,222.47
2014,2,Capital Federal,113.14,454.09000000000003
2014,2,Catamarca,24.7,99.17
2014,2,Chaco,20.96,84.66
2014,2,Chubut,41.41,163.5
2014,2,Córdoba,53.45,214.9
2014,2,Corrientes,22.58,91.25
2014,2,Entre Ríos,34.69,140.07
2014,2,Formosa,17.54,70.69
2014,2,Jujuy,18.71,75.10000000000001
2014,2,La Pampa,49.71,205.19
2014,2,La Rioja,16.5,66.31
2014,2,Mendoza,32.1,128.96
2014,2,Misiones,23.37,94.24000000000001
2014,2,Neuquén,50.84,209.57999999999998
2014,2,Río Negro,45.33,181.92
2014,2,Salta,28.91,116.36
2014,2,San Juan,27.78,111.27000000000001
2014,2,San Luis,9.72,38.57
2014,2,Santa Cruz,29.38,114.35
2014,2,Santa Fe,48.39,195.44
2014,2,Santiago Del Estero,16.7,66.77
2014,2,Tierra Del Fuego,64.36,260.15999999999997
2014,2,Tucumán,33.94,136.62
2014,1,Buenos Aires,54.57,222.47
2014,1,Capital Federal,112.25,454.09000000000003
2014,1,Catamarca,24.25,99.17
2014,1,Chaco,20.72,84.66
2014,1,Chubut,41.24,163.5
2014,1,Córdoba,52.52,214.9
2014,1,Corrientes,22.32,91.25
2014,1,Entre Ríos,34.37,140.07
2014,1,Formosa,17.42,70.69
2014,1,Jujuy,18.42,75.10000000000001
2014,1,La Pampa,48.43,205.19
2014,1,La Rioja,16.29,66.31
2014,1,Mendoza,31.91,128.96
2014,1,Misiones,23.14,94.24000000000001
2014,1,Neuquén,49.79,209.57999999999998
2014,1,Río Negro,44.91,181.92
2014,1,Salta,28.7,116.36
2014,1,San Juan,27.6,111.27000000000001
2014,1,San Luis,9.35,38.57
2014,1,Santa Cruz,28.94,114.35
2014,1,Santa Fe,47.85,195.44
2014,1,Santiago Del Estero,16.31,66.77
2014,1,Tierra Del Fuego,63.97,260.15999999999997
2014,1,Tucumán,33.42,136.62
