Año,Trimestre,Provincia,Banda ancha fija,Dial up,Total,Banda ancha fija (M),Dial up (M),Total (M)
2018,3,Jujuy,44934,1,44935,0.044934,1e-06,0.044935
2018,3,La Pampa,83180,244,83424,0.08318,0.000244,0.083424
2018,3,La Rioja,51855,17,51872,0.051855,1.7e-05,0.051872
2018,3,Mendoza,205545,1484,207029,0.205545,0.001484,0.207029
2018,3,Misiones,108042,0,108042,0.108042,0.0,0.108042
2018,3,Neuquén,114713,2005,116718,0.114713,0.002005,0.116718
2018,3,Río Negro,112433,1059,113492,0.112433,0.001059,0.113492
2018,3,Salta,132882,1,132883,0.132882,1e-06,0.132883
2018,3,San Juan,63823,658,64481,0.063823,0.000658,0.064481
2018,3,San Luis,74121,300,74421,0.074121,0.0003,0.074421
2018,3,Santa Cruz,33565,434,33999,0.033565,0.000434,0.033999
2018,3,Santa Fe,694883,217,695100,0.694883,0.000217,0.6951
2018,3,Santiago Del Estero,86358,2,86360,0.086358,2e-06,0.08636
2018,3,Tierra Del Fuego,45056,508,45564,0.045056,0.000508,0.045564
2018,3,Tucumán,171135,31,171166,0.171135,3.1e-05,0.171166
2018,2,Buenos Aires,3490134,10565,3500699,3.490134,0.010565,3.500699
2018,2,Capital Federal,1362498,6688,1369186,1.362498,0.006688,1.369186
2018,2,Catamarca,34078,11,34089,0.034078,1.1e-05,0.034089
2018,2,Chaco,98509,12,98521,0.098509,1.2e-05,0.098521
2018,2,Chubut,98137,2427,100564,0.098137,0.002427,0.100564
2018,2,Córdoba,712979,94,713073,0.712979,9.4e-05,0.713073
2018,2,Corrientes,97946,11,97957,0.097946,1.1e-05,0.097957
2018,2,Entre Ríos,199937,48,199985,0.199937,4.8e-05,0.199985
2018,2,Formosa,44554,0,44554,0.044554,0.0,0.044554
2018,2,Jujuy,45132,1,45133,0.045132,1e-06,0.045133
2018,2,La Pampa,82177,244,82421,0.082177,0.000244,0.082421
2018,2,La Rioja,51931,17,51948,0.051931,1.7e-05,0.051948
2018,2,Mendoza,199468,1484,200952,0.199468,0.001484,0.200952
2018,2,Misiones,106147,0,106147,0.106147,0.0,0.106147
2018,2,Neuquén,113842,2006,115848,0.113842,0.002006,0.115848
2018,2,Río Negro,111176,1059,112235,0.111176,0.001059,0.112235
2018,2,Salta,134166,1,134167,0.134166,1e-06,0.134167
2018,2,San Juan,63443,658,64101,0.063443,0.000658,0.064101
2018,2,San Luis,21168,300,21468,0.021168,0.0003,0.021468
2018,2,Santa Cruz,33970,435,34405,0.03397,0.000435,0.034405
2018,2,Santa Fe,684243,309,684552,0.684243,0.000309,0.684552
2018,2,Santiago Del Estero,83773,2,83775,0.083773,2e-06,0.083775
2018,2,Tierra Del Fuego,44199,508,44707,0.044199,0.000508,0.044707
2018,2,Tucumán,169926,31,169957,0.169926,3.1e-05,0.169957
2018,1,Buenos Aires,3464882,10564,3475446,3.464882,0.010564,3.475446
2018,1,Capital Federal,1359882,6688,1366570,1.359882,0.006688,1.36657
2018,1,Catamarca,33934,11,33945,0.033934,1.1e-05,0.033945
2018,1,Chaco,96925,12,96937,0.096925,1.2e-05,0.096937
2018,1,Chubut,95532,2427,97959,0.095532,0.002427,0.097959
2018,1,Córdoba,713825,101,713926,0.713825,0.000101,0.713926
2018,1,Corrientes,94406,11,94417,0.094406,1.1e-05,0.094417
2018,1,Entre Ríos,197346,48,197394,0.197346,4.8e-05,0.197394
2018,1,Formosa,32328,0,32328,0.032328,0.0,0.032328
2018,1,Jujuy,44405,1,44406,0.044405,1e-06,0.044406
2018,1,La Pampa,82668,396,83064,0.082668,0.000396,0.083064
2018,1,La Rioja,52228,17,52245,0.052228,1.7e-05,0.052245
2018,1,Mendoza,199463,1484,200947,0.199463,0.001484,0.200947
2018,1,Misiones,103580,0,103580,0.10358,0.0,0.10358
2018,1,Neuquén,115897,2006,117903,0.115897,0.002006,0.117903
2018,1,Río Negro,110057,1062,111119,0.110057,0.001062,0.111119
2018,1,Salta,133182,1,133183,0.133182,1e-06,0.133183
2018,1,San Juan,62610,658,63268,0.06261,0.000658,0.063268
2018,1,San Luis,21096,300,21396,0.021096,0.0003,0.021396
2018,1,Santa Cruz,33970,435,34405,0.03397,0.000435,0.034405
2018,1,Santa Fe,679717,309,680026,0.679717,0.000309,0.680026
2018,1,Santiago Del Estero,82916,2,82918,0.082916,2e-06,0.082918
2018,1,Tierra Del Fuego,31106,508,31614,0.031106,0.000508,0.031614
2018,1,Tucumán,168026,31,168057,0.168026,3.1e-05,0.168057
2017,4,Buenos Aires,3171206,10690,3181896,3.171206,0.01069,3.181896
2017,4,Capital Federal,1575418,6906,1582324,1.575418,0.006906,1.582324
2017,4,Catamarca,29548,10,29558,0.029548,1e-05,0.029558
2017,4,Chaco,96603,12,96615,0.096603,1.2e-05,0.096615
2017,4,Chubut,91012,2428,93440,0.091012,0.002428,0.09344
2017,4,Córdoba,709874,105,709979,0.709874,0.000105,0.709979
2017,4,Corrientes,93760,11,93771,0.09376,1.1e-05,0.093771
2017,4,Entre Ríos,193654,49,193703,0.193654,4.9e-05,0.193703
2017,4,Formosa,32056,0,32056,0.032056,0.0,0.032056
2017,4,Jujuy,43551,1,43552,0.043551,1e-06,0.043552
2017,4,La Pampa,81675,396,82071,0.081675,0.000396,0.082071
2017,4,La Rioja,52177,17,52194,0.052177,1.7e-05,0.052194
2017,4,Mendoza,178661,1490,180151,0.178661,0.00149,0.180151
2017,4,Misiones,103895,0,103895,0.103895,0.0,0.103895
2017,4,Neuquén,114965,2006,116971,0.114965,0.002006,0.116971
2017,4,Río Negro,108702,1062,109764,0.108702,0.001062,0.109764
2017,4,Salta,132811,1,132812,0.132811,1e-06,0.132812
2017,4,San Juan,57965,659,58624,0.057965,0.000659,0.058624
2017,4,San Luis,14604,300,14904,0.014604,0.0003,0.014904
2017,4,Santa Cruz,29018,434,29452,0.029018,0.000434,0.029452
2017,4,Santa Fe,672137,323,672460,0.672137,0.000323,0.67246
2017,4,Santiago Del Estero,68842,2,68844,0.068842,2e-06,0.068844
2017,4,Tierra Del Fuego,28346,508,28854,0.028346,0.000508,0.028854
2017,4,Tucumán,162298,34,162332,0.162298,3.4e-05,0.162332
2017,3,Buenos Aires,3046758,11202,3057960,3.046758,0.011202,3.05796
2017,3,Capital Federal,1563289,7070,1570359,1.563289,0.00707,1.570359
2017,3,Catamarca,33467,11,33478,0.033467,1.1e-05,0.033478
2017,3,Chaco,93747,12,93759,0.093747,1.2e-05,0.093759
2017,3,Chubut,81067,2477,83544,0.081067,0.002477,0.083544
2017,3,Córdoba,696536,108,696644,0.696536,0.000108,0.696644
2017,3,Corrientes,92536,12,92548,0.092536,1.2e-05,0.092548
2017,3,Entre Ríos,185414,50,185464,0.185414,5e-05,0.185464
2017,3,Formosa,32105,0,32105,0.032105,0.0,0.032105
2017,3,Jujuy,43241,1,43242,0.043241,1e-06,0.043242
2017,3,La Pampa,79280,410,79690,0.07928,0.00041,0.07969
2017,3,La Rioja,51896,17,51913,0.051896,1.7e-05,0.051913
2017,3,Mendoza,190958,1533,192491,0.190958,0.001533,0.192491
2017,3,Misiones,100476,0,100476,0.100476,0.0,0.100476
2017,3,Neuquén,113755,2029,115784,0.113755,0.002029,0.115784
2017,3,Río Negro,106393,1103,107496,0.106393,0.001103,0.107496
2017,3,Salta,132517,1,132518,0.132517,1e-06,0.132518
2017,3,San Juan,61789,660,62449,0.061789,0.00066,0.062449
2017,3,San Luis,21408,311,21719,0.021408,0.000311,0.021719
2017,3,Santa Cruz,33222,468,33690,0.033222,0.000468,0.03369
2017,3,Santa Fe,662086,256,662342,0.662086,0.000256,0.662342
2017,3,Santiago Del Estero,82792,2,82794,0.082792,2e-06,0.082794
2017,3,Tierra Del Fuego,30883,583,31466,0.030883,0.000583,0.031466
2017,3,Tucumán,160979,33,161012,0.160979,3.3e-05,0.161012
2017,2,Buenos Aires,3067430,11201,3078631,3.06743,0.011201,3.078631
2017,2,Capital Federal,1592175,8016,1600191,1.592175,0.008016,1.600191
2017,2,Catamarca,26692,13,26705,0.026692,1.3e-05,0.026705
2017,2,Chaco,90597,14,90611,0.090597,1.4e-05,0.090611
2017,2,Chubut,62245,1730,63975,0.062245,0.00173,0.063975
2017,2,Córdoba,657505,133,657638,0.657505,0.000133,0.657638
2017,2,Corrientes,90085,12,90097,0.090085,1.2e-05,0.090097
2017,2,Entre Ríos,182675,57,182732,0.182675,5.7e-05,0.182732
2017,2,Formosa,29956,0,29956,0.029956,0.0,0.029956
2017,2,Jujuy,42656,1,42657,0.042656,1e-06,0.042657
2017,2,La Pampa,72573,449,73022,0.072573,0.000449,0.073022
2017,2,La Rioja,16271,18,16289,0.016271,1.8e-05,0.016289
2017,2,Mendoza,169302,1451,170753,0.169302,0.001451,0.170753
2017,2,Misiones,99794,0,99794,0.099794,0.0,0.099794
2017,2,Neuquén,115321,2112,117433,0.115321,0.002112,0.117433
2017,2,Río Negro,100621,998,101619,0.100621,0.000998,0.101619
2017,2,Salta,108540,1,108541,0.10854,1e-06,0.108541
2017,2,San Juan,51261,620,51881,0.051261,0.00062,0.051881
2017,2,San Luis,12992,315,13307,0.012992,0.000315,0.013307
2017,2,Santa Cruz,26019,369,26388,0.026019,0.000369,0.026388
2017,2,Santa Fe,566918,362,567280,0.566918,0.000362,0.56728
2017,2,Santiago Del Estero,33194,2,33196,0.033194,2e-06,0.033196
2017,2,Tierra Del Fuego,31938,619,32557,0.031938,0.000619,0.032557
2017,2,Tucumán,154374,37,154411,0.154374,3.7e-05,0.154411
2017,1,Buenos Aires,3178174,11202,3189376,3.178174,0.011202,3.189376
2017,1,Capital Federal,1391030,8016,1399046,1.39103,0.008016,1.399046
2017,1,Catamarca,26304,13,26317,0.026304,1.3e-05,0.026317
2017,1,Chaco,89036,14,89050,0.089036,1.4e-05,0.08905
2017,1,Chubut,62166,1730,63896,0.062166,0.00173,0.063896
2017,1,Córdoba,641066,133,641199,0.641066,0.000133,0.641199
2017,1,Corrientes,88596,12,88608,0.088596,1.2e-05,0.088608
2017,1,Entre Ríos,180296,57,180353,0.180296,5.7e-05,0.180353
2017,1,Formosa,29705,0,29705,0.029705,0.0,0.029705
2017,1,Jujuy,43202,1,43203,0.043202,1e-06,0.043203
2017,1,La Pampa,71458,455,71913,0.071458,0.000455,0.071913
2017,1,La Rioja,16207,18,16225,0.016207,1.8e-05,0.016225
2017,1,Mendoza,169282,1451,170733,0.169282,0.001451,0.170733
2017,1,Misiones,97619,0,97619,0.097619,0.0,0.097619
2017,1,Neuquén,113227,2112,115339,0.113227,0.002112,0.115339
2017,1,Río Negro,100288,1000,101288,0.100288,0.001,0.101288
2017,1,Salta,107632,1,107633,0.107632,1e-06,0.107633
2017,1,San Juan,51253,620,51873,0.051253,0.00062,0.051873
2017,1,San Luis,12992,315,13307,0.012992,0.000315,0.013307
2017,1,Santa Cruz,26116,370,26486,0.026116,0.00037,0.026486
2017,1,Santa Fe,562520,362,562882,0.56252,0.000362,0.562882
2017,1,Santiago Del Estero,34473,2,34475,0.034473,2e-06,0.034475
2017,1,Tierra Del Fuego,31938,619,32557,0.031938,0.000619,0.032557
2017,1,Tucumán,152734,37,152771,0.152734,3.7e-05,0.152771
2016,4,Buenos Aires,3131499,11202,3142701,3.131499,0.011202,3.142701
2016,4,Capital Federal,1393443,8016,1401459,1.393443,0.008016,1.401459
2016,4,Catamarca,27021,13,27034,0.027021,1.3e-05,0.027034
2016,4,Chaco,88833,14,88847,0.088833,1.4e-05,0.088847
2016,4,Chubut,62035,1730,63765,0.062035,0.00173,0.063765
2016,4,Córdoba,636422,133,636555,0.636422,0.000133,0.636555
2016,4,Corrientes,88084,12,88096,0.088084,1.2e-05,0.088096
2016,4,Entre Ríos,180188,57,180245,0.180188,5.7e-05,0.180245
2016,4,Formosa,29513,0,29513,0.029513,0.0,0.029513
2016,4,Jujuy,42624,1,42625,0.042624,1e-06,0.042625
2016,4,La Pampa,71368,460,71828,0.071368,0.00046,0.071828
2016,4,La Rioja,16298,18,16316,0.016298,1.8e-05,0.016316
2016,4,Mendoza,169274,1451,170725,0.169274,0.001451,0.170725
2016,4,Misiones,97390,0,97390,0.09739,0.0,0.09739
2016,4,Neuquén,111723,2112,113835,0.111723,0.002112,0.113835
2016,4,Río Negro,100020,1000,101020,0.10002,0.001,0.10102
2016,4,Salta,106934,1,106935,0.106934,1e-06,0.106935
2016,4,San Juan,51301,620,51921,0.051301,0.00062,0.051921
2016,4,San Luis,12992,315,13307,0.012992,0.000315,0.013307
2016,4,Santa Cruz,26094,370,26464,0.026094,0.00037,0.026464
2016,4,Santa Fe,561470,362,561832,0.56147,0.000362,0.561832
2016,4,Santiago Del Estero,35049,2,35051,0.035049,2e-06,0.035051
2016,4,Tierra Del Fuego,31938,619,32557,0.031938,0.000619,0.032557
2016,4,Tucumán,151615,37,151652,0.151615,3.7e-05,0.151652
2016,3,Buenos Aires,3075387,11205,3086592,3.075387,0.011205,3.086592
2016,3,Capital Federal,1395053,8051,1403104,1.395053,0.008051,1.403104
2016,3,Catamarca,26957,13,26970,0.026957,1.3e-05,0.02697
2016,3,Chaco,89216,14,89230,0.089216,1.4e-05,0.08923
2016,3,Chubut,62222,1730,63952,0.062222,0.00173,0.063952
2016,3,Córdoba,642458,133,642591,0.642458,0.000133,0.642591
2016,3,Corrientes,88328,12,88340,0.088328,1.2e-05,0.08834
2016,3,Entre Ríos,181092,57,181149,0.181092,5.7e-05,0.181149
2016,3,Formosa,27716,0,27716,0.027716,0.0,0.027716
2016,3,Jujuy,42537,1,42538,0.042537,1e-06,0.042538
2016,3,La Pampa,69903,461,70364,0.069903,0.000461,0.070364
2016,3,La Rioja,16912,18,16930,0.016912,1.8e-05,0.01693
2016,3,Mendoza,169174,1450,170624,0.169174,0.00145,0.170624
2016,3,Misiones,97997,0,97997,0.097997,0.0,0.097997
2016,3,Neuquén,110491,2112,112603,0.110491,0.002112,0.112603
2016,3,Río Negro,100024,1002,101026,0.100024,0.001002,0.101026
2016,3,Salta,107790,1,107791,0.10779,1e-06,0.107791
2016,3,San Juan,51348,620,51968,0.051348,0.00062,0.051968
2016,3,San Luis,12978,315,13293,0.012978,0.000315,0.013293
2016,3,Santa Cruz,25886,371,26257,0.025886,0.000371,0.026257
2016,3,Santa Fe,566625,386,567011,0.566625,0.000386,0.567011
2016,3,Santiago Del Estero,35658,2,35660,0.035658,2e-06,0.03566
2016,3,Tierra Del Fuego,31306,619,31925,0.031306,0.000619,0.031925
2016,3,Tucumán,151282,37,151319,0.151282,3.7e-05,0.151319
2016,2,Buenos Aires,3032776,12515,3045291,3.032776,0.012515,3.045291
2016,2,Capital Federal,1384824,9760,1394584,1.384824,0.00976,1.394584
2016,2,Catamarca,26543,13,26556,0.026543,1.3e-05,0.026556
2016,2,Chaco,88235,16,88251,0.088235,1.6e-05,0.088251
2016,2,Chubut,62116,1740,63856,0.062116,0.00174,0.063856
2016,2,Córdoba,634680,234,634914,0.63468,0.000234,0.634914
2016,2,Corrientes,86932,24,86956,0.086932,2.4e-05,0.086956
2016,2,Entre Ríos,178194,179,178373,0.178194,0.000179,0.178373
2016,2,Formosa,28801,1,28802,0.028801,1e-06,0.028802
2016,2,Jujuy,41187,2,41189,0.041187,2e-06,0.041189
2016,2,La Pampa,68403,485,68888,0.068403,0.000485,0.068888
2016,2,La Rioja,16718,18,16736,0.016718,1.8e-05,0.016736
2016,2,Mendoza,169274,1550,170824,0.169274,0.00155,0.170824
2016,2,Misiones,95808,7,95815,0.095808,7e-06,0.095815
2016,2,Neuquén,108224,2291,110515,0.108224,0.002291,0.110515
2016,2,Río Negro,99631,1073,100704,0.099631,0.001073,0.100704
2016,2,Salta,104929,3,104932,0.104929,3e-06,0.104932
2016,2,San Juan,51392,621,52013,0.051392,0.000621,0.052013
2016,2,San Luis,12939,317,13256,0.012939,0.000317,0.013256
2016,2,Santa Cruz,25797,356,26153,0.025797,0.000356,0.026153
2016,2,Santa Fe,563867,607,564474,0.563867,0.000607,0.564474
2016,2,Santiago Del Estero,36958,3,36961,0.036958,3e-06,0.036961
2016,2,Tierra Del Fuego,30740,619,31359,0.03074,0.000619,0.031359
2016,2,Tucumán,148636,41,148677,0.148636,4.1e-05,0.148677
2016,1,Buenos Aires,2929903,12612,2942515,2.929903,0.012612,2.942515
2016,1,Capital Federal,1328079,9817,1337896,1.328079,0.009817,1.337896
2016,1,Catamarca,26376,13,26389,0.026376,1.3e-05,0.026389
2016,1,Chaco,86635,16,86651,0.086635,1.6e-05,0.086651
2016,1,Chubut,62060,1740,63800,0.06206,0.00174,0.0638
2016,1,Córdoba,609692,234,609926,0.609692,0.000234,0.609926
2016,1,Corrientes,85510,26,85536,0.08551,2.6e-05,0.085536
2016,1,Entre Ríos,174634,179,174813,0.174634,0.000179,0.174813
2016,1,Formosa,28313,1,28314,0.028313,1e-06,0.028314
2016,1,Jujuy,40287,2,40289,0.040287,2e-06,0.040289
2016,1,La Pampa,65442,487,65929,0.065442,0.000487,0.065929
2016,1,La Rioja,16673,18,16691,0.016673,1.8e-05,0.016691
2016,1,Mendoza,169257,1553,170810,0.169257,0.001553,0.17081
2016,1,Misiones,92951,7,92958,0.092951,7e-06,0.092958
2016,1,Neuquén,101969,2292,104261,0.101969,0.002292,0.104261
2016,1,Río Negro,98745,1077,99822,0.098745,0.001077,0.099822
2016,1,Salta,102423,3,102426,0.102423,3e-06,0.102426
2016,1,San Juan,51373,621,51994,0.051373,0.000621,0.051994
2016,1,San Luis,12915,317,13232,0.012915,0.000317,0.013232
2016,1,Santa Cruz,25931,356,26287,0.025931,0.000356,0.026287
2016,1,Santa Fe,551378,618,551996,0.551378,0.000618,0.551996
2016,1,Santiago Del Estero,37695,3,37698,0.037695,3e-06,0.037698
2016,1,Tierra Del Fuego,29867,619,30486,0.029867,0.000619,0.030486
2016,1,Tucumán,146596,41,146637,0.146596,4.1e-05,0.146637
2015,4,Buenos Aires,2946743,12642,2959385,2.946743,0.012642,2.959385
2015,4,Capital Federal,1360381,9845,1370226,1.360381,0.009845,1.370226
2015,4,Catamarca,26459,13,26472,0.026459,1.3e-05,0.026472
2015,4,Chaco,86537,16,86553,0.086537,1.6e-05,0.086553
2015,4,Chubut,62279,1740,64019,0.062279,0.00174,0.064019
2015,4,Córdoba,625835,235,626070,0.625835,0.000235,0.62607
2015,4,Corrientes,85409,26,85435,0.085409,2.6e-05,0.085435
2015,4,Entre Ríos,173957,180,174137,0.173957,0.00018,0.174137
2015,4,Formosa,28088,1,28089,0.028088,1e-06,0.028089
2015,4,Jujuy,39922,2,39924,0.039922,2e-06,0.039924
2015,4,La Pampa,66054,312,66366,0.066054,0.000312,0.066366
2015,4,La Rioja,16914,18,16932,0.016914,1.8e-05,0.016932
2015,4,Mendoza,169251,1556,170807,0.169251,0.001556,0.170807
2015,4,Misiones,92846,7,92853,0.092846,7e-06,0.092853
2015,4,Neuquén,105122,2294,107416,0.105122,0.002294,0.107416
2015,4,Río Negro,98655,1067,99722,0.098655,0.001067,0.099722
2015,4,Salta,101917,3,101920,0.101917,3e-06,0.10192
2015,4,San Juan,51408,621,52029,0.051408,0.000621,0.052029
2015,4,San Luis,12901,317,13218,0.012901,0.000317,0.013218
2015,4,Santa Cruz,26047,356,26403,0.026047,0.000356,0.026403
2015,4,Santa Fe,561045,627,561672,0.561045,0.000627,0.561672
2015,4,Santiago Del Estero,39132,3,39135,0.039132,3e-06,0.039135
2015,4,Tierra Del Fuego,29334,619,29953,0.029334,0.000619,0.029953
2015,4,Tucumán,146053,42,146095,0.146053,4.2e-05,0.146095
2015,3,Buenos Aires,2916070,12695,2928765,2.91607,0.012695,2.928765
2015,3,Capital Federal,1362193,9875,1372068,1.362193,0.009875,1.372068
2015,3,Catamarca,26080,13,26093,0.02608,1.3e-05,0.026093
2015,3,Chaco,85354,16,85370,0.085354,1.6e-05,0.08537
2015,3,Chubut,62143,1740,63883,0.062143,0.00174,0.063883
2015,3,Córdoba,622761,237,622998,0.622761,0.000237,0.622998
2015,3,Corrientes,84931,28,84959,0.084931,2.8e-05,0.084959
2015,3,Entre Ríos,172252,182,172434,0.172252,0.000182,0.172434
2015,3,Formosa,27751,1,27752,0.027751,1e-06,0.027752
2015,3,Jujuy,39548,2,39550,0.039548,2e-06,0.03955
2015,3,La Pampa,64976,495,65471,0.064976,0.000495,0.065471
2015,3,La Rioja,16753,18,16771,0.016753,1.8e-05,0.016771
2015,3,Mendoza,169261,1562,170823,0.169261,0.001562,0.170823
2015,3,Misiones,91615,7,91622,0.091615,7e-06,0.091622
2015,3,Neuquén,98376,2240,100616,0.098376,0.00224,0.100616
2015,3,Río Negro,98529,1085,99614,0.098529,0.001085,0.099614
2015,3,Salta,100570,3,100573,0.10057,3e-06,0.100573
2015,3,San Juan,51409,621,52030,0.051409,0.000621,0.05203
2015,3,San Luis,12902,317,13219,0.012902,0.000317,0.013219
2015,3,Santa Cruz,25912,359,26271,0.025912,0.000359,0.026271
2015,3,Santa Fe,556097,641,556738,0.556097,0.000641,0.556738
2015,3,Santiago Del Estero,39394,3,39397,0.039394,3e-06,0.039397
2015,3,Tierra Del Fuego,33118,619,33737,0.033118,0.000619,0.033737
2015,3,Tucumán,144272,42,144314,0.144272,4.2e-05,0.144314
2015,2,Buenos Aires,2871079,12711,2883790,2.871079,0.012711,2.88379
2015,2,Capital Federal,1336391,9893,1346284,1.336391,0.009893,1.346284
2015,2,Catamarca,25666,13,25679,0.025666,1.3e-05,0.025679
2015,2,Chaco,83832,16,83848,0.083832,1.6e-05,0.083848
2015,2,Chubut,61745,1740,63485,0.061745,0.00174,0.063485
2015,2,Córdoba,609510,236,609746,0.60951,0.000236,0.609746
2015,2,Corrientes,83288,28,83316,0.083288,2.8e-05,0.083316
2015,2,Entre Ríos,169309,183,169492,0.169309,0.000183,0.169492
2015,2,Formosa,27013,37,27050,0.027013,3.7e-05,0.02705
2015,2,Jujuy,37720,2,37722,0.03772,2e-06,0.037722
2015,2,La Pampa,63552,500,64052,0.063552,0.0005,0.064052
2015,2,La Rioja,16491,18,16509,0.016491,1.8e-05,0.016509
2015,2,Mendoza,169259,1564,170823,0.169259,0.001564,0.170823
2015,2,Misiones,88512,7,88519,0.088512,7e-06,0.088519
2015,2,Neuquén,95644,2241,97885,0.095644,0.002241,0.097885
2015,2,Río Negro,97640,1087,98727,0.09764,0.001087,0.098727
2015,2,Salta,98264,3,98267,0.098264,3e-06,0.098267
2015,2,San Juan,51367,621,51988,0.051367,0.000621,0.051988
2015,2,San Luis,12904,317,13221,0.012904,0.000317,0.013221
2015,2,Santa Cruz,25384,379,25763,0.025384,0.000379,0.025763
2015,2,Santa Fe,545739,649,546388,0.545739,0.000649,0.546388
2015,2,Santiago Del Estero,39375,3,39378,0.039375,3e-06,0.039378
2015,2,Tierra Del Fuego,32960,619,33579,0.03296,0.000619,0.033579
2015,2,Tucumán,140635,42,140677,0.140635,4.2e-05,0.140677
2015,1,Buenos Aires,2847076,14766,2861842,2.847076,0.014766,2.861842
2015,1,Capital Federal,1321139,11582,1332721,1.321139,0.011582,1.332721
2015,1,Catamarca,25312,20,25332,0.025312,2e-05,0.025332
2015,1,Chaco,81329,31,81360,0.081329,3.1e-05,0.08136
2015,1,Chubut,63327,1946,65273,0.063327,0.001946,0.065273
2015,1,Córdoba,596663,294,596957,0.596663,0.000294,0.596957
2015,1,Corrientes,81488,43,81531,0.081488,4.3e-05,0.081531
2015,1,Entre Ríos,165839,231,166070,0.165839,0.000231,0.16607
2015,1,Formosa,26657,43,26700,0.026657,4.3e-05,0.0267
2015,1,Jujuy,36608,3,36611,0.036608,3e-06,0.036611
2015,1,La Pampa,62155,542,62697,0.062155,0.000542,0.062697
2015,1,La Rioja,16310,23,16333,0.01631,2.3e-05,0.016333
2015,1,Mendoza,168355,1805,170160,0.168355,0.001805,0.17016
2015,1,Misiones,85139,7,85146,0.085139,7e-06,0.085146
2015,1,Neuquén,93373,2369,95742,0.093373,0.002369,0.095742
2015,1,Río Negro,96145,1188,97333,0.096145,0.001188,0.097333
2015,1,Salta,96793,18,96811,0.096793,1.8e-05,0.096811
2015,1,San Juan,51117,702,51819,0.051117,0.000702,0.051819
2015,1,San Luis,12878,354,13232,0.012878,0.000354,0.013232
2015,1,Santa Cruz,26217,424,26641,0.026217,0.000424,0.026641
2015,1,Santa Fe,535640,797,536437,0.53564,0.000797,0.536437
2015,1,Santiago Del Estero,39244,8,39252,0.039244,8e-06,0.039252
2015,1,Tierra Del Fuego,32726,730,33456,0.032726,0.00073,0.033456
2015,1,Tucumán,138184,92,138276,0.138184,9.2e-05,0.138276
2014,4,Buenos Aires,2801178,15229,2816407,2.801178,0.015229,2.816407
2014,4,Capital Federal,1318526,11994,1330520,1.318526,0.011994,1.33052
2014,4,Catamarca,25472,21,25493,0.025472,2.1e-05,0.025493
2014,4,Chaco,65998,37,66035,0.065998,3.7e-05,0.066035
2014,4,Chubut,66557,1985,68542,0.066557,0.001985,0.068542
2014,4,Córdoba,590113,319,590432,0.590113,0.000319,0.590432
2014,4,Corrientes,65656,54,65710,0.065656,5.4e-05,0.06571
2014,4,Entre Ríos,140567,246,140813,0.140567,0.000246,0.140813
2014,4,Formosa,26156,51,26207,0.026156,5.1e-05,0.026207
2014,4,Jujuy,35999,3,36002,0.035999,3e-06,0.036002
2014,4,La Pampa,56813,567,57380,0.056813,0.000567,0.05738
2014,4,La Rioja,16379,23,16402,0.016379,2.3e-05,0.016402
2014,4,Mendoza,167766,1848,169614,0.167766,0.001848,0.169614
2014,4,Misiones,77222,7,77229,0.077222,7e-06,0.077229
2014,4,Neuquén,92999,2397,95396,0.092999,0.002397,0.095396
2014,4,Río Negro,95050,1210,96260,0.09505,0.00121,0.09626
2014,4,Salta,93921,26,93947,0.093921,2.6e-05,0.093947
2014,4,San Juan,51390,729,52119,0.05139,0.000729,0.052119
2014,4,San Luis,12788,359,13147,0.012788,0.000359,0.013147
2014,4,Santa Cruz,25277,436,25713,0.025277,0.000436,0.025713
2014,4,Santa Fe,528459,938,529397,0.528459,0.000938,0.529397
2014,4,Santiago Del Estero,39308,9,39317,0.039308,9e-06,0.039317
2014,4,Tierra Del Fuego,28249,741,28990,0.028249,0.000741,0.02899
2014,4,Tucumán,137329,95,137424,0.137329,9.5e-05,0.137424
2014,3,Buenos Aires,2835537,14028,2849565,2.835537,0.014028,2.849565
2014,3,Capital Federal,1307195,10630,1317825,1.307195,0.01063,1.317825
2014,3,Catamarca,24665,21,24686,0.024665,2.1e-05,0.024686
2014,3,Chaco,63710,36,63746,0.06371,3.6e-05,0.063746
2014,3,Chubut,67130,2007,69137,0.06713,0.002007,0.069137
2014,3,Córdoba,585231,200,585431,0.585231,0.0002,0.585431
2014,3,Corrientes,63516,33,63549,0.063516,3.3e-05,0.063549
2014,3,Entre Ríos,136618,115,136733,0.136618,0.000115,0.136733
2014,3,Formosa,25873,64,25937,0.025873,6.4e-05,0.025937
2014,3,Jujuy,33739,2,33741,0.033739,2e-06,0.033741
2014,3,La Pampa,61861,564,62425,0.061861,0.000564,0.062425
2014,3,La Rioja,15893,23,15916,0.015893,2.3e-05,0.015916
2014,3,Mendoza,166184,1740,167924,0.166184,0.00174,0.167924
2014,3,Misiones,75327,0,75327,0.075327,0.0,0.075327
2014,3,Neuquén,100099,2268,102367,0.100099,0.002268,0.102367
2014,3,Río Negro,96629,1151,97780,0.096629,0.001151,0.09778
2014,3,Salta,92929,25,92954,0.092929,2.5e-05,0.092954
2014,3,San Juan,51031,748,51779,0.051031,0.000748,0.051779
2014,3,San Luis,12683,363,13046,0.012683,0.000363,0.013046
2014,3,Santa Cruz,25664,446,26110,0.025664,0.000446,0.02611
2014,3,Santa Fe,520196,691,520887,0.520196,0.000691,0.520887
